Date,Fiscal Year,Fiscal Quarter,Fiscal Period,Fiscal Year-Quarter,Fiscal Year-Period,Fiscal Year Sort,Fiscal Quarter Sort,Fiscal Period Sort,Fiscal Year-Quarter Sort,Fiscal Year-Period Sort
08-Nov-21,2021,Q4,P11,2021-Q4,2021-P11,2,4,2,5,14
09-Nov-21,2021,Q4,P11,2021-Q4,2021-P11,2,4,2,5,14
10-Nov-21,2021,Q4,P11,2021-Q4,2021-P11,2,4,2,5,14
11-Nov-21,2021,Q4,P11,2021-Q4,2021-P11,2,4,2,5,14
12-Nov-21,2021,Q4,P11,2021-Q4,2021-P11,2,4,2,5,14
13-Nov-21,2021,Q4,P11,2021-Q4,2021-P11,2,4,2,5,14
14-Nov-21,2021,Q4,P11,2021-Q4,2021-P11,2,4,2,5,14
15-Nov-21,2021,Q4,P11,2021-Q4,2021-P11,2,4,2,5,14
16-Nov-21,2021,Q4,P11,2021-Q4,2021-P11,2,4,2,5,14
17-Nov-21,2021,Q4,P11,2021-Q4,2021-P11,2,4,2,5,14
18-Nov-21,2021,Q4,P11,2021-Q4,2021-P11,2,4,2,5,14
19-Nov-21,2021,Q4,P11,2021-Q4,2021-P11,2,4,2,5,14
20-Nov-21,2021,Q4,P11,2021-Q4,2021-P11,2,4,2,5,14
21-Nov-21,2021,Q4,P11,2021-Q4,2021-P11,2,4,2,5,14
22-Nov-21,2021,Q4,P11,2021-Q4,2021-P11,2,4,2,5,14
23-Nov-21,2021,Q4,P11,2021-Q4,2021-P11,2,4,2,5,14
24-Nov-21,2021,Q4,P11,2021-Q4,2021-P11,2,4,2,5,14
25-Nov-21,2021,Q4,P11,2021-Q4,2021-P11,2,4,2,5,14
26-Nov-21,2021,Q4,P11,2021-Q4,2021-P11,2,4,2,5,14
27-Nov-21,2021,Q4,P11,2021-Q4,2021-P11,2,4,2,5,14
28-Nov-21,2021,Q4,P11,2021-Q4,2021-P11,2,4,2,5,14
29-Nov-21,2021,Q4,P11,2021-Q4,2021-P11,2,4,2,5,14
30-Nov-21,2021,Q4,P11,2021-Q4,2021-P11,2,4,2,5,14
01-Dec-21,2021,Q4,P12,2021-Q4,2021-P12,2,4,1,5,13
02-Dec-21,2021,Q4,P12,2021-Q4,2021-P12,2,4,1,5,13
03-Dec-21,2021,Q4,P12,2021-Q4,2021-P12,2,4,1,5,13
04-Dec-21,2021,Q4,P12,2021-Q4,2021-P12,2,4,1,5,13
05-Dec-21,2021,Q4,P12,2021-Q4,2021-P12,2,4,1,5,13
06-Dec-21,2021,Q4,P12,2021-Q4,2021-P12,2,4,1,5,13
07-Dec-21,2021,Q4,P12,2021-Q4,2021-P12,2,4,1,5,13
08-Dec-21,2021,Q4,P12,2021-Q4,2021-P12,2,4,1,5,13
09-Dec-21,2021,Q4,P12,2021-Q4,2021-P12,2,4,1,5,13
10-Dec-21,2021,Q4,P12,2021-Q4,2021-P12,2,4,1,5,13
11-Dec-21,2021,Q4,P12,2021-Q4,2021-P12,2,4,1,5,13
12-Dec-21,2021,Q4,P12,2021-Q4,2021-P12,2,4,1,5,13
13-Dec-21,2021,Q4,P12,2021-Q4,2021-P12,2,4,1,5,13
14-Dec-21,2021,Q4,P12,2021-Q4,2021-P12,2,4,1,5,13
15-Dec-21,2021,Q4,P12,2021-Q4,2021-P12,2,4,1,5,13
16-Dec-21,2021,Q4,P12,2021-Q4,2021-P12,2,4,1,5,13
17-Dec-21,2021,Q4,P12,2021-Q4,2021-P12,2,4,1,5,13
18-Dec-21,2021,Q4,P12,2021-Q4,2021-P12,2,4,1,5,13
19-Dec-21,2021,Q4,P12,2021-Q4,2021-P12,2,4,1,5,13
20-Dec-21,2021,Q4,P12,2021-Q4,2021-P12,2,4,1,5,13
21-Dec-21,2021,Q4,P12,2021-Q4,2021-P12,2,4,1,5,13
22-Dec-21,2021,Q4,P12,2021-Q4,2021-P12,2,4,1,5,13
23-Dec-21,2021,Q4,P12,2021-Q4,2021-P12,2,4,1,5,13
24-Dec-21,2021,Q4,P12,2021-Q4,2021-P12,2,4,1,5,13
25-Dec-21,2021,Q4,P12,2021-Q4,2021-P12,2,4,1,5,13
26-Dec-21,2021,Q4,P12,2021-Q4,2021-P12,2,4,1,5,13
27-Dec-21,2021,Q4,P12,2021-Q4,2021-P12,2,4,1,5,13
28-Dec-21,2021,Q4,P12,2021-Q4,2021-P12,2,4,1,5,13
29-Dec-21,2021,Q4,P12,2021-Q4,2021-P12,2,4,1,5,13
30-Dec-21,2021,Q4,P12,2021-Q4,2021-P12,2,4,1,5,13
31-Dec-21,2021,Q4,P12,2021-Q4,2021-P12,2,4,1,5,13
01-Jan-22,2022,Q1,P1,2022-Q1,2022-P1,1,1,12,4,12
02-Jan-22,2022,Q1,P1,2022-Q1,2022-P1,1,1,12,4,12
03-Jan-22,2022,Q1,P1,2022-Q1,2022-P1,1,1,12,4,12
04-Jan-22,2022,Q1,P1,2022-Q1,2022-P1,1,1,12,4,12
05-Jan-22,2022,Q1,P1,2022-Q1,2022-P1,1,1,12,4,12
06-Jan-22,2022,Q1,P1,2022-Q1,2022-P1,1,1,12,4,12
07-Jan-22,2022,Q1,P1,2022-Q1,2022-P1,1,1,12,4,12
08-Jan-22,2022,Q1,P1,2022-Q1,2022-P1,1,1,12,4,12
09-Jan-22,2022,Q1,P1,2022-Q1,2022-P1,1,1,12,4,12
10-Jan-22,2022,Q1,P1,2022-Q1,2022-P1,1,1,12,4,12
11-Jan-22,2022,Q1,P1,2022-Q1,2022-P1,1,1,12,4,12
12-Jan-22,2022,Q1,P1,2022-Q1,2022-P1,1,1,12,4,12
13-Jan-22,2022,Q1,P1,2022-Q1,2022-P1,1,1,12,4,12
14-Jan-22,2022,Q1,P1,2022-Q1,2022-P1,1,1,12,4,12
15-Jan-22,2022,Q1,P1,2022-Q1,2022-P1,1,1,12,4,12
16-Jan-22,2022,Q1,P1,2022-Q1,2022-P1,1,1,12,4,12
17-Jan-22,2022,Q1,P1,2022-Q1,2022-P1,1,1,12,4,12
18-Jan-22,2022,Q1,P1,2022-Q1,2022-P1,1,1,12,4,12
19-Jan-22,2022,Q1,P1,2022-Q1,2022-P1,1,1,12,4,12
20-Jan-22,2022,Q1,P1,2022-Q1,2022-P1,1,1,12,4,12
21-Jan-22,2022,Q1,P1,2022-Q1,2022-P1,1,1,12,4,12
22-Jan-22,2022,Q1,P1,2022-Q1,2022-P1,1,1,12,4,12
23-Jan-22,2022,Q1,P1,2022-Q1,2022-P1,1,1,12,4,12
24-Jan-22,2022,Q1,P1,2022-Q1,2022-P1,1,1,12,4,12
25-Jan-22,2022,Q1,P1,2022-Q1,2022-P1,1,1,12,4,12
26-Jan-22,2022,Q1,P1,2022-Q1,2022-P1,1,1,12,4,12
27-Jan-22,2022,Q1,P1,2022-Q1,2022-P1,1,1,12,4,12
28-Jan-22,2022,Q1,P1,2022-Q1,2022-P1,1,1,12,4,12
29-Jan-22,2022,Q1,P1,2022-Q1,2022-P1,1,1,12,4,12
30-Jan-22,2022,Q1,P1,2022-Q1,2022-P1,1,1,12,4,12
31-Jan-22,2022,Q1,P1,2022-Q1,2022-P1,1,1,12,4,12
01-Feb-22,2022,Q1,P2,2022-Q1,2022-P2,1,1,11,4,11
02-Feb-22,2022,Q1,P2,2022-Q1,2022-P2,1,1,11,4,11
03-Feb-22,2022,Q1,P2,2022-Q1,2022-P2,1,1,11,4,11
04-Feb-22,2022,Q1,P2,2022-Q1,2022-P2,1,1,11,4,11
05-Feb-22,2022,Q1,P2,2022-Q1,2022-P2,1,1,11,4,11
06-Feb-22,2022,Q1,P2,2022-Q1,2022-P2,1,1,11,4,11
07-Feb-22,2022,Q1,P2,2022-Q1,2022-P2,1,1,11,4,11
08-Feb-22,2022,Q1,P2,2022-Q1,2022-P2,1,1,11,4,11
09-Feb-22,2022,Q1,P2,2022-Q1,2022-P2,1,1,11,4,11
10-Feb-22,2022,Q1,P2,2022-Q1,2022-P2,1,1,11,4,11
11-Feb-22,2022,Q1,P2,2022-Q1,2022-P2,1,1,11,4,11
12-Feb-22,2022,Q1,P2,2022-Q1,2022-P2,1,1,11,4,11
13-Feb-22,2022,Q1,P2,2022-Q1,2022-P2,1,1,11,4,11
14-Feb-22,2022,Q1,P2,2022-Q1,2022-P2,1,1,11,4,11
15-Feb-22,2022,Q1,P2,2022-Q1,2022-P2,1,1,11,4,11
16-Feb-22,2022,Q1,P2,2022-Q1,2022-P2,1,1,11,4,11
17-Feb-22,2022,Q1,P2,2022-Q1,2022-P2,1,1,11,4,11
18-Feb-22,2022,Q1,P2,2022-Q1,2022-P2,1,1,11,4,11
19-Feb-22,2022,Q1,P2,2022-Q1,2022-P2,1,1,11,4,11
20-Feb-22,2022,Q1,P2,2022-Q1,2022-P2,1,1,11,4,11
21-Feb-22,2022,Q1,P2,2022-Q1,2022-P2,1,1,11,4,11
22-Feb-22,2022,Q1,P2,2022-Q1,2022-P2,1,1,11,4,11
23-Feb-22,2022,Q1,P2,2022-Q1,2022-P2,1,1,11,4,11
24-Feb-22,2022,Q1,P2,2022-Q1,2022-P2,1,1,11,4,11
25-Feb-22,2022,Q1,P2,2022-Q1,2022-P2,1,1,11,4,11
26-Feb-22,2022,Q1,P2,2022-Q1,2022-P2,1,1,11,4,11
27-Feb-22,2022,Q1,P2,2022-Q1,2022-P2,1,1,11,4,11
28-Feb-22,2022,Q1,P2,2022-Q1,2022-P2,1,1,11,4,11
01-Mar-22,2022,Q1,P3,2022-Q1,2022-P3,1,1,10,4,10
02-Mar-22,2022,Q1,P3,2022-Q1,2022-P3,1,1,10,4,10
03-Mar-22,2022,Q1,P3,2022-Q1,2022-P3,1,1,10,4,10
04-Mar-22,2022,Q1,P3,2022-Q1,2022-P3,1,1,10,4,10
05-Mar-22,2022,Q1,P3,2022-Q1,2022-P3,1,1,10,4,10
06-Mar-22,2022,Q1,P3,2022-Q1,2022-P3,1,1,10,4,10
07-Mar-22,2022,Q1,P3,2022-Q1,2022-P3,1,1,10,4,10
08-Mar-22,2022,Q1,P3,2022-Q1,2022-P3,1,1,10,4,10
09-Mar-22,2022,Q1,P3,2022-Q1,2022-P3,1,1,10,4,10
10-Mar-22,2022,Q1,P3,2022-Q1,2022-P3,1,1,10,4,10
11-Mar-22,2022,Q1,P3,2022-Q1,2022-P3,1,1,10,4,10
12-Mar-22,2022,Q1,P3,2022-Q1,2022-P3,1,1,10,4,10
13-Mar-22,2022,Q1,P3,2022-Q1,2022-P3,1,1,10,4,10
14-Mar-22,2022,Q1,P3,2022-Q1,2022-P3,1,1,10,4,10
15-Mar-22,2022,Q1,P3,2022-Q1,2022-P3,1,1,10,4,10
16-Mar-22,2022,Q1,P3,2022-Q1,2022-P3,1,1,10,4,10
17-Mar-22,2022,Q1,P3,2022-Q1,2022-P3,1,1,10,4,10
18-Mar-22,2022,Q1,P3,2022-Q1,2022-P3,1,1,10,4,10
19-Mar-22,2022,Q1,P3,2022-Q1,2022-P3,1,1,10,4,10
20-Mar-22,2022,Q1,P3,2022-Q1,2022-P3,1,1,10,4,10
21-Mar-22,2022,Q1,P3,2022-Q1,2022-P3,1,1,10,4,10
22-Mar-22,2022,Q1,P3,2022-Q1,2022-P3,1,1,10,4,10
23-Mar-22,2022,Q1,P3,2022-Q1,2022-P3,1,1,10,4,10
24-Mar-22,2022,Q1,P3,2022-Q1,2022-P3,1,1,10,4,10
25-Mar-22,2022,Q1,P3,2022-Q1,2022-P3,1,1,10,4,10
26-Mar-22,2022,Q1,P3,2022-Q1,2022-P3,1,1,10,4,10
27-Mar-22,2022,Q1,P3,2022-Q1,2022-P3,1,1,10,4,10
28-Mar-22,2022,Q1,P3,2022-Q1,2022-P3,1,1,10,4,10
29-Mar-22,2022,Q1,P3,2022-Q1,2022-P3,1,1,10,4,10
30-Mar-22,2022,Q1,P3,2022-Q1,2022-P3,1,1,10,4,10
31-Mar-22,2022,Q1,P3,2022-Q1,2022-P3,1,1,10,4,10
01-Apr-22,2022,Q2,P4,2022-Q2,2022-P4,1,2,9,3,9
02-Apr-22,2022,Q2,P4,2022-Q2,2022-P4,1,2,9,3,9
03-Apr-22,2022,Q2,P4,2022-Q2,2022-P4,1,2,9,3,9
04-Apr-22,2022,Q2,P4,2022-Q2,2022-P4,1,2,9,3,9
05-Apr-22,2022,Q2,P4,2022-Q2,2022-P4,1,2,9,3,9
06-Apr-22,2022,Q2,P4,2022-Q2,2022-P4,1,2,9,3,9
07-Apr-22,2022,Q2,P4,2022-Q2,2022-P4,1,2,9,3,9
08-Apr-22,2022,Q2,P4,2022-Q2,2022-P4,1,2,9,3,9
09-Apr-22,2022,Q2,P4,2022-Q2,2022-P4,1,2,9,3,9
10-Apr-22,2022,Q2,P4,2022-Q2,2022-P4,1,2,9,3,9
11-Apr-22,2022,Q2,P4,2022-Q2,2022-P4,1,2,9,3,9
12-Apr-22,2022,Q2,P4,2022-Q2,2022-P4,1,2,9,3,9
13-Apr-22,2022,Q2,P4,2022-Q2,2022-P4,1,2,9,3,9
14-Apr-22,2022,Q2,P4,2022-Q2,2022-P4,1,2,9,3,9
15-Apr-22,2022,Q2,P4,2022-Q2,2022-P4,1,2,9,3,9
16-Apr-22,2022,Q2,P4,2022-Q2,2022-P4,1,2,9,3,9
17-Apr-22,2022,Q2,P4,2022-Q2,2022-P4,1,2,9,3,9
18-Apr-22,2022,Q2,P4,2022-Q2,2022-P4,1,2,9,3,9
19-Apr-22,2022,Q2,P4,2022-Q2,2022-P4,1,2,9,3,9
20-Apr-22,2022,Q2,P4,2022-Q2,2022-P4,1,2,9,3,9
21-Apr-22,2022,Q2,P4,2022-Q2,2022-P4,1,2,9,3,9
22-Apr-22,2022,Q2,P4,2022-Q2,2022-P4,1,2,9,3,9
23-Apr-22,2022,Q2,P4,2022-Q2,2022-P4,1,2,9,3,9
24-Apr-22,2022,Q2,P4,2022-Q2,2022-P4,1,2,9,3,9
25-Apr-22,2022,Q2,P4,2022-Q2,2022-P4,1,2,9,3,9
26-Apr-22,2022,Q2,P4,2022-Q2,2022-P4,1,2,9,3,9
27-Apr-22,2022,Q2,P4,2022-Q2,2022-P4,1,2,9,3,9
28-Apr-22,2022,Q2,P4,2022-Q2,2022-P4,1,2,9,3,9
29-Apr-22,2022,Q2,P4,2022-Q2,2022-P4,1,2,9,3,9
30-Apr-22,2022,Q2,P4,2022-Q2,2022-P4,1,2,9,3,9
01-May-22,2022,Q2,P5,2022-Q2,2022-P5,1,2,8,3,8
02-May-22,2022,Q2,P5,2022-Q2,2022-P5,1,2,8,3,8
03-May-22,2022,Q2,P5,2022-Q2,2022-P5,1,2,8,3,8
04-May-22,2022,Q2,P5,2022-Q2,2022-P5,1,2,8,3,8
05-May-22,2022,Q2,P5,2022-Q2,2022-P5,1,2,8,3,8
06-May-22,2022,Q2,P5,2022-Q2,2022-P5,1,2,8,3,8
07-May-22,2022,Q2,P5,2022-Q2,2022-P5,1,2,8,3,8
08-May-22,2022,Q2,P5,2022-Q2,2022-P5,1,2,8,3,8
09-May-22,2022,Q2,P5,2022-Q2,2022-P5,1,2,8,3,8
10-May-22,2022,Q2,P5,2022-Q2,2022-P5,1,2,8,3,8
11-May-22,2022,Q2,P5,2022-Q2,2022-P5,1,2,8,3,8
12-May-22,2022,Q2,P5,2022-Q2,2022-P5,1,2,8,3,8
13-May-22,2022,Q2,P5,2022-Q2,2022-P5,1,2,8,3,8
14-May-22,2022,Q2,P5,2022-Q2,2022-P5,1,2,8,3,8
15-May-22,2022,Q2,P5,2022-Q2,2022-P5,1,2,8,3,8
16-May-22,2022,Q2,P5,2022-Q2,2022-P5,1,2,8,3,8
17-May-22,2022,Q2,P5,2022-Q2,2022-P5,1,2,8,3,8
18-May-22,2022,Q2,P5,2022-Q2,2022-P5,1,2,8,3,8
19-May-22,2022,Q2,P5,2022-Q2,2022-P5,1,2,8,3,8
20-May-22,2022,Q2,P5,2022-Q2,2022-P5,1,2,8,3,8
21-May-22,2022,Q2,P5,2022-Q2,2022-P5,1,2,8,3,8
22-May-22,2022,Q2,P5,2022-Q2,2022-P5,1,2,8,3,8
23-May-22,2022,Q2,P5,2022-Q2,2022-P5,1,2,8,3,8
24-May-22,2022,Q2,P5,2022-Q2,2022-P5,1,2,8,3,8
25-May-22,2022,Q2,P5,2022-Q2,2022-P5,1,2,8,3,8
26-May-22,2022,Q2,P5,2022-Q2,2022-P5,1,2,8,3,8
27-May-22,2022,Q2,P5,2022-Q2,2022-P5,1,2,8,3,8
28-May-22,2022,Q2,P5,2022-Q2,2022-P5,1,2,8,3,8
29-May-22,2022,Q2,P5,2022-Q2,2022-P5,1,2,8,3,8
30-May-22,2022,Q2,P5,2022-Q2,2022-P5,1,2,8,3,8
31-May-22,2022,Q2,P5,2022-Q2,2022-P5,1,2,8,3,8
01-Jun-22,2022,Q2,P6,2022-Q2,2022-P6,1,2,7,3,7
02-Jun-22,2022,Q2,P6,2022-Q2,2022-P6,1,2,7,3,7
03-Jun-22,2022,Q2,P6,2022-Q2,2022-P6,1,2,7,3,7
04-Jun-22,2022,Q2,P6,2022-Q2,2022-P6,1,2,7,3,7
05-Jun-22,2022,Q2,P6,2022-Q2,2022-P6,1,2,7,3,7
06-Jun-22,2022,Q2,P6,2022-Q2,2022-P6,1,2,7,3,7
07-Jun-22,2022,Q2,P6,2022-Q2,2022-P6,1,2,7,3,7
08-Jun-22,2022,Q2,P6,2022-Q2,2022-P6,1,2,7,3,7
09-Jun-22,2022,Q2,P6,2022-Q2,2022-P6,1,2,7,3,7
10-Jun-22,2022,Q2,P6,2022-Q2,2022-P6,1,2,7,3,7
11-Jun-22,2022,Q2,P6,2022-Q2,2022-P6,1,2,7,3,7
12-Jun-22,2022,Q2,P6,2022-Q2,2022-P6,1,2,7,3,7
13-Jun-22,2022,Q2,P6,2022-Q2,2022-P6,1,2,7,3,7
14-Jun-22,2022,Q2,P6,2022-Q2,2022-P6,1,2,7,3,7
15-Jun-22,2022,Q2,P6,2022-Q2,2022-P6,1,2,7,3,7
16-Jun-22,2022,Q2,P6,2022-Q2,2022-P6,1,2,7,3,7
17-Jun-22,2022,Q2,P6,2022-Q2,2022-P6,1,2,7,3,7
18-Jun-22,2022,Q2,P6,2022-Q2,2022-P6,1,2,7,3,7
19-Jun-22,2022,Q2,P6,2022-Q2,2022-P6,1,2,7,3,7
20-Jun-22,2022,Q2,P6,2022-Q2,2022-P6,1,2,7,3,7
21-Jun-22,2022,Q2,P6,2022-Q2,2022-P6,1,2,7,3,7
22-Jun-22,2022,Q2,P6,2022-Q2,2022-P6,1,2,7,3,7
23-Jun-22,2022,Q2,P6,2022-Q2,2022-P6,1,2,7,3,7
24-Jun-22,2022,Q2,P6,2022-Q2,2022-P6,1,2,7,3,7
25-Jun-22,2022,Q2,P6,2022-Q2,2022-P6,1,2,7,3,7
26-Jun-22,2022,Q2,P6,2022-Q2,2022-P6,1,2,7,3,7
27-Jun-22,2022,Q2,P6,2022-Q2,2022-P6,1,2,7,3,7
28-Jun-22,2022,Q2,P6,2022-Q2,2022-P6,1,2,7,3,7
29-Jun-22,2022,Q2,P6,2022-Q2,2022-P6,1,2,7,3,7
30-Jun-22,2022,Q2,P6,2022-Q2,2022-P6,1,2,7,3,7
01-Jul-22,2022,Q3,P7,2022-Q3,2022-P7,1,3,6,2,6
02-Jul-22,2022,Q3,P7,2022-Q3,2022-P7,1,3,6,2,6
03-Jul-22,2022,Q3,P7,2022-Q3,2022-P7,1,3,6,2,6
04-Jul-22,2022,Q3,P7,2022-Q3,2022-P7,1,3,6,2,6
05-Jul-22,2022,Q3,P7,2022-Q3,2022-P7,1,3,6,2,6
06-Jul-22,2022,Q3,P7,2022-Q3,2022-P7,1,3,6,2,6
07-Jul-22,2022,Q3,P7,2022-Q3,2022-P7,1,3,6,2,6
08-Jul-22,2022,Q3,P7,2022-Q3,2022-P7,1,3,6,2,6
09-Jul-22,2022,Q3,P7,2022-Q3,2022-P7,1,3,6,2,6
10-Jul-22,2022,Q3,P7,2022-Q3,2022-P7,1,3,6,2,6
11-Jul-22,2022,Q3,P7,2022-Q3,2022-P7,1,3,6,2,6
12-Jul-22,2022,Q3,P7,2022-Q3,2022-P7,1,3,6,2,6
13-Jul-22,2022,Q3,P7,2022-Q3,2022-P7,1,3,6,2,6
14-Jul-22,2022,Q3,P7,2022-Q3,2022-P7,1,3,6,2,6
15-Jul-22,2022,Q3,P7,2022-Q3,2022-P7,1,3,6,2,6
16-Jul-22,2022,Q3,P7,2022-Q3,2022-P7,1,3,6,2,6
17-Jul-22,2022,Q3,P7,2022-Q3,2022-P7,1,3,6,2,6
18-Jul-22,2022,Q3,P7,2022-Q3,2022-P7,1,3,6,2,6
19-Jul-22,2022,Q3,P7,2022-Q3,2022-P7,1,3,6,2,6
20-Jul-22,2022,Q3,P7,2022-Q3,2022-P7,1,3,6,2,6
21-Jul-22,2022,Q3,P7,2022-Q3,2022-P7,1,3,6,2,6
22-Jul-22,2022,Q3,P7,2022-Q3,2022-P7,1,3,6,2,6
23-Jul-22,2022,Q3,P7,2022-Q3,2022-P7,1,3,6,2,6
24-Jul-22,2022,Q3,P7,2022-Q3,2022-P7,1,3,6,2,6
25-Jul-22,2022,Q3,P7,2022-Q3,2022-P7,1,3,6,2,6
26-Jul-22,2022,Q3,P7,2022-Q3,2022-P7,1,3,6,2,6
27-Jul-22,2022,Q3,P7,2022-Q3,2022-P7,1,3,6,2,6
28-Jul-22,2022,Q3,P7,2022-Q3,2022-P7,1,3,6,2,6
29-Jul-22,2022,Q3,P7,2022-Q3,2022-P7,1,3,6,2,6
30-Jul-22,2022,Q3,P7,2022-Q3,2022-P7,1,3,6,2,6
31-Jul-22,2022,Q3,P7,2022-Q3,2022-P7,1,3,6,2,6
01-Aug-22,2022,Q3,P8,2022-Q3,2022-P8,1,3,5,2,5
02-Aug-22,2022,Q3,P8,2022-Q3,2022-P8,1,3,5,2,5
03-Aug-22,2022,Q3,P8,2022-Q3,2022-P8,1,3,5,2,5
04-Aug-22,2022,Q3,P8,2022-Q3,2022-P8,1,3,5,2,5
05-Aug-22,2022,Q3,P8,2022-Q3,2022-P8,1,3,5,2,5
06-Aug-22,2022,Q3,P8,2022-Q3,2022-P8,1,3,5,2,5
07-Aug-22,2022,Q3,P8,2022-Q3,2022-P8,1,3,5,2,5
08-Aug-22,2022,Q3,P8,2022-Q3,2022-P8,1,3,5,2,5
09-Aug-22,2022,Q3,P8,2022-Q3,2022-P8,1,3,5,2,5
10-Aug-22,2022,Q3,P8,2022-Q3,2022-P8,1,3,5,2,5
11-Aug-22,2022,Q3,P8,2022-Q3,2022-P8,1,3,5,2,5
12-Aug-22,2022,Q3,P8,2022-Q3,2022-P8,1,3,5,2,5
13-Aug-22,2022,Q3,P8,2022-Q3,2022-P8,1,3,5,2,5
14-Aug-22,2022,Q3,P8,2022-Q3,2022-P8,1,3,5,2,5
15-Aug-22,2022,Q3,P8,2022-Q3,2022-P8,1,3,5,2,5
16-Aug-22,2022,Q3,P8,2022-Q3,2022-P8,1,3,5,2,5
17-Aug-22,2022,Q3,P8,2022-Q3,2022-P8,1,3,5,2,5
18-Aug-22,2022,Q3,P8,2022-Q3,2022-P8,1,3,5,2,5
19-Aug-22,2022,Q3,P8,2022-Q3,2022-P8,1,3,5,2,5
20-Aug-22,2022,Q3,P8,2022-Q3,2022-P8,1,3,5,2,5
21-Aug-22,2022,Q3,P8,2022-Q3,2022-P8,1,3,5,2,5
22-Aug-22,2022,Q3,P8,2022-Q3,2022-P8,1,3,5,2,5
23-Aug-22,2022,Q3,P8,2022-Q3,2022-P8,1,3,5,2,5
24-Aug-22,2022,Q3,P8,2022-Q3,2022-P8,1,3,5,2,5
25-Aug-22,2022,Q3,P8,2022-Q3,2022-P8,1,3,5,2,5
26-Aug-22,2022,Q3,P8,2022-Q3,2022-P8,1,3,5,2,5
27-Aug-22,2022,Q3,P8,2022-Q3,2022-P8,1,3,5,2,5
28-Aug-22,2022,Q3,P8,2022-Q3,2022-P8,1,3,5,2,5
29-Aug-22,2022,Q3,P8,2022-Q3,2022-P8,1,3,5,2,5
30-Aug-22,2022,Q3,P8,2022-Q3,2022-P8,1,3,5,2,5
31-Aug-22,2022,Q3,P8,2022-Q3,2022-P8,1,3,5,2,5
01-Sep-22,2022,Q3,P9,2022-Q3,2022-P9,1,3,4,2,4
02-Sep-22,2022,Q3,P9,2022-Q3,2022-P9,1,3,4,2,4
03-Sep-22,2022,Q3,P9,2022-Q3,2022-P9,1,3,4,2,4
04-Sep-22,2022,Q3,P9,2022-Q3,2022-P9,1,3,4,2,4
05-Sep-22,2022,Q3,P9,2022-Q3,2022-P9,1,3,4,2,4
06-Sep-22,2022,Q3,P9,2022-Q3,2022-P9,1,3,4,2,4
07-Sep-22,2022,Q3,P9,2022-Q3,2022-P9,1,3,4,2,4
08-Sep-22,2022,Q3,P9,2022-Q3,2022-P9,1,3,4,2,4
09-Sep-22,2022,Q3,P9,2022-Q3,2022-P9,1,3,4,2,4
10-Sep-22,2022,Q3,P9,2022-Q3,2022-P9,1,3,4,2,4
11-Sep-22,2022,Q3,P9,2022-Q3,2022-P9,1,3,4,2,4
12-Sep-22,2022,Q3,P9,2022-Q3,2022-P9,1,3,4,2,4
13-Sep-22,2022,Q3,P9,2022-Q3,2022-P9,1,3,4,2,4
14-Sep-22,2022,Q3,P9,2022-Q3,2022-P9,1,3,4,2,4
15-Sep-22,2022,Q3,P9,2022-Q3,2022-P9,1,3,4,2,4
16-Sep-22,2022,Q3,P9,2022-Q3,2022-P9,1,3,4,2,4
17-Sep-22,2022,Q3,P9,2022-Q3,2022-P9,1,3,4,2,4
18-Sep-22,2022,Q3,P9,2022-Q3,2022-P9,1,3,4,2,4
19-Sep-22,2022,Q3,P9,2022-Q3,2022-P9,1,3,4,2,4
20-Sep-22,2022,Q3,P9,2022-Q3,2022-P9,1,3,4,2,4
21-Sep-22,2022,Q3,P9,2022-Q3,2022-P9,1,3,4,2,4
22-Sep-22,2022,Q3,P9,2022-Q3,2022-P9,1,3,4,2,4
23-Sep-22,2022,Q3,P9,2022-Q3,2022-P9,1,3,4,2,4
24-Sep-22,2022,Q3,P9,2022-Q3,2022-P9,1,3,4,2,4
25-Sep-22,2022,Q3,P9,2022-Q3,2022-P9,1,3,4,2,4
26-Sep-22,2022,Q3,P9,2022-Q3,2022-P9,1,3,4,2,4
27-Sep-22,2022,Q3,P9,2022-Q3,2022-P9,1,3,4,2,4
28-Sep-22,2022,Q3,P9,2022-Q3,2022-P9,1,3,4,2,4
29-Sep-22,2022,Q3,P9,2022-Q3,2022-P9,1,3,4,2,4
30-Sep-22,2022,Q3,P9,2022-Q3,2022-P9,1,3,4,2,4
01-Oct-22,2022,Q4,P10,2022-Q4,2022-P10,1,4,3,1,3
02-Oct-22,2022,Q4,P10,2022-Q4,2022-P10,1,4,3,1,3
03-Oct-22,2022,Q4,P10,2022-Q4,2022-P10,1,4,3,1,3
04-Oct-22,2022,Q4,P10,2022-Q4,2022-P10,1,4,3,1,3
05-Oct-22,2022,Q4,P10,2022-Q4,2022-P10,1,4,3,1,3
06-Oct-22,2022,Q4,P10,2022-Q4,2022-P10,1,4,3,1,3
07-Oct-22,2022,Q4,P10,2022-Q4,2022-P10,1,4,3,1,3
08-Oct-22,2022,Q4,P10,2022-Q4,2022-P10,1,4,3,1,3
09-Oct-22,2022,Q4,P10,2022-Q4,2022-P10,1,4,3,1,3
10-Oct-22,2022,Q4,P10,2022-Q4,2022-P10,1,4,3,1,3
11-Oct-22,2022,Q4,P10,2022-Q4,2022-P10,1,4,3,1,3
12-Oct-22,2022,Q4,P10,2022-Q4,2022-P10,1,4,3,1,3
13-Oct-22,2022,Q4,P10,2022-Q4,2022-P10,1,4,3,1,3
